185.31763812,12.69396457
259.92047498,11.86766377
231.01357101,14.41424211
175.36664490,11.72058651
187.12086467,14.12973206
225.90586448,12.10024905
208.40515676,14.17718919
207.07593089,14.03273760
280.60385359,14.23225929
202.86935247,12.24901028
196.70468985,13.54426389
270.31327028,14.60225577
192.94979108,15.19686759
213.57283453,14.27503537
164.47298664,11.91817423
177.25750542,15.03779869
241.77454730,14.89694529
236.99889634,13.12616959
219.73805621,13.87377407
266.38592796,13.25274466
270.45241485,13.95486775
261.96307698,13.49222422
243.48994780,12.85610150
220.58184803,12.36489356
163.59498627,11.65441652
244.76317931,13.32572248
271.19410986,14.84073282
201.98784315,15.39471508
229.92837150,14.56353326
204.97123839,12.28467965
173.18989704,12.22482490
231.51374483,11.95053142
152.68795109,14.83198786
163.42050092,13.30233814
215.94730737,13.98108963
218.04195512,15.24937257
251.30354024,13.79786599
233.33173846,13.52620597
280.24284420,12.40650425
243.01866352,13.72038672
155.67159152,12.68460000
275.16753628,14.63825943
151.73219763,12.68650532
151.32372212,14.80986777
164.89962496,11.72982072
282.55425133,13.28347952
192.98305487,11.69605356
202.59536338,12.96415623
220.66990639,11.52714187
169.97498884,12.33954610
209.46811003,12.70921347
232.79923633,12.64173042
272.80045636,15.34747983
158.02370683,12.33623888
226.00812974,14.58264092
158.64327123,12.23921074
211.65721643,14.17476303
271.94927014,14.96789185
257.15698108,11.71092857
281.84592659,13.95851180
161.62563505,12.51971510
233.80180142,13.04256047
210.29146919,14.71834026
261.24418195,13.68714792
256.98089905,13.12401972
281.55504804,13.92063666
280.63922766,11.67595077
269.16350813,13.73750875
246.34126918,12.27037990
224.07333576,12.65711170
164.23986438,11.51274708
272.42340268,14.18361726
177.67793377,12.53127471
212.85523206,14.77314901
165.87945639,15.37113932
277.42795347,12.47864038
236.50555103,12.94039013
244.13865151,11.84766440
213.44539383,13.85396321
234.57422435,14.27118190
270.33648536,12.46500084
170.68123284,13.06242775
226.79179994,15.34211504
245.91825406,14.45377020
281.31680226,12.57097265
185.02731945,13.19016335
189.88170100,14.10441354
278.48137931,12.11404597
219.92293710,14.21031240
216.57898499,15.15497536
249.48122814,15.02870718
165.08827340,12.28305401
158.87007046,14.81727799
279.98051934,11.55596408
256.54924192,14.41132479
272.60521724,12.58154189
246.49491975,12.44969153
160.26448201,14.48081625
155.69875114,14.29837785
188.26743273,13.44969358
270.35697577,12.47363152
213.22379155,12.92019779
175.70141973,13.39460587
174.52009415,14.69602997
233.00092162,12.63252301
281.36917436,12.88110738
240.61964926,14.43289491
185.80556267,11.54705521
270.50314335,15.32566605
172.98079126,12.11442084
208.41010162,13.89027827
283.51265469,15.35398447
283.36013339,12.48227766
230.84923224,13.24347657
181.23930992,11.76150948
172.77833046,12.93380692
161.88293361,12.10295597
156.02795050,13.99162509
216.51672478,12.47421201
221.05707984,13.19778711
238.98568520,15.23066888
197.69443437,14.08060613
179.55375966,15.25959760
233.38848487,12.13498975
184.70189322,12.13660544
174.18309465,12.72719543
261.11450983,13.32823521
187.41794561,13.17630344
186.09876106,14.43472966
157.93546835,12.65691424
193.63822190,12.22607807
249.65103076,12.22098945
190.56498132,11.72590625
252.00406102,12.95545207
238.55033302,12.36894441
152.94302629,12.78967263
255.17362013,14.84978312
197.09336712,14.88776311
156.79710499,13.58845814
184.75202620,13.25631075
179.92164592,15.07426649
190.79357984,15.28116771
164.72717415,13.21932402
209.86506596,14.33773917
196.57800642,13.46997985
159.51062317,12.74412583
247.87288291,11.92364557
212.44231569,12.44690782
172.34040752,11.98526205
259.87190020,14.24662808
201.22657354,13.06656377
248.34175919,13.91582460
273.66206058,15.17765474
215.09358488,14.13654103
223.53014138,12.74114217
211.22431235,14.38470346
224.61209061,14.02962547
215.75489520,15.31191057
254.82229580,12.02314013
259.90478358,15.17031031
260.24885577,12.87243299
199.66771450,12.47285748
157.52013585,13.38824538
264.81482410,14.57524634
239.39685171,14.88876268
238.98037311,12.39333366
258.42593537,12.97008002
270.15836599,12.80593012
162.40676333,14.41959278
164.53231154,14.98085772
205.60967940,14.62048480
157.09674149,13.67535103
241.38069604,12.01802052
232.13370589,12.07209046
191.03853216,12.96114082
233.64402500,12.02047538
174.95146370,14.62502635
246.64321151,13.31682268
188.07040705,14.26881857
213.15899445,12.74607869
268.08223648,12.30736127
258.57818535,13.97127162
237.20731698,14.22860981
251.01659085,15.02378838
274.27882002,12.52195619
172.12463765,15.08549633
177.51695425,12.38785975
258.70969379,15.36444235
264.01362166,13.56692157
200.70604970,15.45420693
249.36929914,14.01637408
151.50238376,12.28076712
151.82138896,15.12816166
181.92285734,12.18408524
228.64664273,12.31240743
223.78183257,15.29916680
266.62767329,12.48051014
273.68398195,13.09756176
220.61000617,12.79989070
284.99434167,12.72829382
